program,fractal,degree,constant_real,constant_imag,radius,max_iterations,horizontal_samples,vertical_samples,lower_real,lower_imag,upper_real,upper_imag,runtime,threads,grid_size
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,10000,10000,-2.000000,-2.000000,2.000000,2.000000,6.554121,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,16,16,-2.000000,-2.000000,2.000000,2.000000,0.000019,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,32,32,-2.000000,-2.000000,2.000000,2.000000,0.000074,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,64,64,-2.000000,-2.000000,2.000000,2.000000,0.000299,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,128,128,-2.000000,-2.000000,2.000000,2.000000,0.001188,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,256,256,-2.000000,-2.000000,2.000000,2.000000,0.004555,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,512,512,-2.000000,-2.000000,2.000000,2.000000,0.019483,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,1024,1024,-2.000000,-2.000000,2.000000,2.000000,0.070215,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,2048,2048,-2.000000,-2.000000,2.000000,2.000000,0.280681,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,4096,4096,-2.000000,-2.000000,2.000000,2.000000,1.135762,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,8192,8192,-2.000000,-2.000000,2.000000,2.000000,4.655843,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,16384,16384,-2.000000,-2.000000,2.000000,2.000000,17.720873,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,10,10,-2.000000,-2.000000,2.000000,2.000000,0.000008,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,100,100,-2.000000,-2.000000,2.000000,2.000000,0.000749,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,1000,1000,-2.000000,-2.000000,2.000000,2.000000,0.069161,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,10000,10000,-2.000000,-2.000000,2.000000,2.000000,6.480171,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,10000,10000,-2.000000,-2.000000,2.000000,2.000000,6.465552,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,16,16,-2.000000,-2.000000,2.000000,2.000000,0.000019,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,32,32,-2.000000,-2.000000,2.000000,2.000000,0.000074,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,64,64,-2.000000,-2.000000,2.000000,2.000000,0.000301,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,128,128,-2.000000,-2.000000,2.000000,2.000000,0.001203,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,256,256,-2.000000,-2.000000,2.000000,2.000000,0.004660,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,512,512,-2.000000,-2.000000,2.000000,2.000000,0.018492,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,1024,1024,-2.000000,-2.000000,2.000000,2.000000,0.074392,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,2048,2048,-2.000000,-2.000000,2.000000,2.000000,0.286909,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,4096,4096,-2.000000,-2.000000,2.000000,2.000000,1.136838,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,8192,8192,-2.000000,-2.000000,2.000000,2.000000,4.489782,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,16384,16384,-2.000000,-2.000000,2.000000,2.000000,18.156803,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,10,10,-2.000000,-2.000000,2.000000,2.000000,0.000008,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,100,100,-2.000000,-2.000000,2.000000,2.000000,0.000723,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,1000,1000,-2.000000,-2.000000,2.000000,2.000000,0.067539,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,10000,10000,-2.000000,-2.000000,2.000000,2.000000,6.738902,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,10000,10000,-2.000000,-2.000000,2.000000,2.000000,6.578347,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,16,16,-2.000000,-2.000000,2.000000,2.000000,0.000020,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,32,32,-2.000000,-2.000000,2.000000,2.000000,0.000076,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,64,64,-2.000000,-2.000000,2.000000,2.000000,0.000306,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,128,128,-2.000000,-2.000000,2.000000,2.000000,0.001182,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,256,256,-2.000000,-2.000000,2.000000,2.000000,0.004806,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,512,512,-2.000000,-2.000000,2.000000,2.000000,0.018302,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,1024,1024,-2.000000,-2.000000,2.000000,2.000000,0.073717,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,2048,2048,-2.000000,-2.000000,2.000000,2.000000,0.304418,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,4096,4096,-2.000000,-2.000000,2.000000,2.000000,1.150770,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,8192,8192,-2.000000,-2.000000,2.000000,2.000000,4.407419,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,16384,16384,-2.000000,-2.000000,2.000000,2.000000,17.642569,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,10,10,-2.000000,-2.000000,2.000000,2.000000,0.000008,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,100,100,-2.000000,-2.000000,2.000000,2.000000,0.000744,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,1000,1000,-2.000000,-2.000000,2.000000,2.000000,0.068879,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,10000,10000,-2.000000,-2.000000,2.000000,2.000000,6.627761,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,10000,10000,-2.000000,-2.000000,2.000000,2.000000,6.607962,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,16,16,-2.000000,-2.000000,2.000000,2.000000,0.000019,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,32,32,-2.000000,-2.000000,2.000000,2.000000,0.000076,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,64,64,-2.000000,-2.000000,2.000000,2.000000,0.000310,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,128,128,-2.000000,-2.000000,2.000000,2.000000,0.001196,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,256,256,-2.000000,-2.000000,2.000000,2.000000,0.004671,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,512,512,-2.000000,-2.000000,2.000000,2.000000,0.018491,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,1024,1024,-2.000000,-2.000000,2.000000,2.000000,0.074195,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,2048,2048,-2.000000,-2.000000,2.000000,2.000000,0.295910,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,4096,4096,-2.000000,-2.000000,2.000000,2.000000,1.163672,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,8192,8192,-2.000000,-2.000000,2.000000,2.000000,4.721633,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,16384,16384,-2.000000,-2.000000,2.000000,2.000000,18.132623,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,10,10,-2.000000,-2.000000,2.000000,2.000000,0.000009,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,100,100,-2.000000,-2.000000,2.000000,2.000000,0.000741,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,1000,1000,-2.000000,-2.000000,2.000000,2.000000,0.069315,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,10000,10000,-2.000000,-2.000000,2.000000,2.000000,6.598143,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,10000,10000,-2.000000,-2.000000,2.000000,2.000000,6.597735,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,16,16,-2.000000,-2.000000,2.000000,2.000000,0.000019,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,32,32,-2.000000,-2.000000,2.000000,2.000000,0.000081,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,64,64,-2.000000,-2.000000,2.000000,2.000000,0.000306,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,128,128,-2.000000,-2.000000,2.000000,2.000000,0.001246,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,256,256,-2.000000,-2.000000,2.000000,2.000000,0.004669,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,512,512,-2.000000,-2.000000,2.000000,2.000000,0.019194,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,1024,1024,-2.000000,-2.000000,2.000000,2.000000,0.071762,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,2048,2048,-2.000000,-2.000000,2.000000,2.000000,0.295758,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,4096,4096,-2.000000,-2.000000,2.000000,2.000000,1.144348,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,8192,8192,-2.000000,-2.000000,2.000000,2.000000,4.437327,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,16384,16384,-2.000000,-2.000000,2.000000,2.000000,17.654451,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,10,10,-2.000000,-2.000000,2.000000,2.000000,0.000008,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,100,100,-2.000000,-2.000000,2.000000,2.000000,0.000722,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,1000,1000,-2.000000,-2.000000,2.000000,2.000000,0.066950,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,10000,10000,-2.000000,-2.000000,2.000000,2.000000,6.450530,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,10000,10000,-2.000000,-2.000000,2.000000,2.000000,6.423399,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,16,16,-2.000000,-2.000000,2.000000,2.000000,0.000019,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,32,32,-2.000000,-2.000000,2.000000,2.000000,0.000080,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,64,64,-2.000000,-2.000000,2.000000,2.000000,0.000298,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,128,128,-2.000000,-2.000000,2.000000,2.000000,0.001170,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,256,256,-2.000000,-2.000000,2.000000,2.000000,0.004554,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,512,512,-2.000000,-2.000000,2.000000,2.000000,0.017882,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,1024,1024,-2.000000,-2.000000,2.000000,2.000000,0.073712,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,2048,2048,-2.000000,-2.000000,2.000000,2.000000,0.277219,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,4096,4096,-2.000000,-2.000000,2.000000,2.000000,1.190539,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,8192,8192,-2.000000,-2.000000,2.000000,2.000000,4.473894,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,16384,16384,-2.000000,-2.000000,2.000000,2.000000,17.635950,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,10,10,-2.000000,-2.000000,2.000000,2.000000,0.000008,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,100,100,-2.000000,-2.000000,2.000000,2.000000,0.000721,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,1000,1000,-2.000000,-2.000000,2.000000,2.000000,0.068496,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,10000,10000,-2.000000,-2.000000,2.000000,2.000000,6.426976,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,10000,10000,-2.000000,-2.000000,2.000000,2.000000,6.430606,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,16,16,-2.000000,-2.000000,2.000000,2.000000,0.000018,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,32,32,-2.000000,-2.000000,2.000000,2.000000,0.000078,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,64,64,-2.000000,-2.000000,2.000000,2.000000,0.000297,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,128,128,-2.000000,-2.000000,2.000000,2.000000,0.001180,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,256,256,-2.000000,-2.000000,2.000000,2.000000,0.004548,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,512,512,-2.000000,-2.000000,2.000000,2.000000,0.018511,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,1024,1024,-2.000000,-2.000000,2.000000,2.000000,0.071070,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,2048,2048,-2.000000,-2.000000,2.000000,2.000000,0.298304,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,4096,4096,-2.000000,-2.000000,2.000000,2.000000,1.141197,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,8192,8192,-2.000000,-2.000000,2.000000,2.000000,4.579840,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,16384,16384,-2.000000,-2.000000,2.000000,2.000000,17.311491,2,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,10,10,-2.000000,-2.000000,2.000000,2.000000,0.000006,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,100,100,-2.000000,-2.000000,2.000000,2.000000,0.000521,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,1000,1000,-2.000000,-2.000000,2.000000,2.000000,0.048522,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,10000,10000,-2.000000,-2.000000,2.000000,2.000000,4.612249,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,10000,10000,-2.000000,-2.000000,2.000000,2.000000,4.608423,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,16,16,-2.000000,-2.000000,2.000000,2.000000,0.000015,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,32,32,-2.000000,-2.000000,2.000000,2.000000,0.000054,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,64,64,-2.000000,-2.000000,2.000000,2.000000,0.000218,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,128,128,-2.000000,-2.000000,2.000000,2.000000,0.000845,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,256,256,-2.000000,-2.000000,2.000000,2.000000,0.003303,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,512,512,-2.000000,-2.000000,2.000000,2.000000,0.012805,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,1024,1024,-2.000000,-2.000000,2.000000,2.000000,0.050919,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,2048,2048,-2.000000,-2.000000,2.000000,2.000000,0.203173,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,4096,4096,-2.000000,-2.000000,2.000000,2.000000,0.791621,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,8192,8192,-2.000000,-2.000000,2.000000,2.000000,3.124312,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,16384,16384,-2.000000,-2.000000,2.000000,2.000000,12.291153,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,10,10,-2.000000,-2.000000,2.000000,2.000000,0.000007,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,100,100,-2.000000,-2.000000,2.000000,2.000000,0.000521,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,1000,1000,-2.000000,-2.000000,2.000000,2.000000,0.048367,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,10000,10000,-2.000000,-2.000000,2.000000,2.000000,4.644608,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,10000,10000,-2.000000,-2.000000,2.000000,2.000000,4.630948,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,16,16,-2.000000,-2.000000,2.000000,2.000000,0.000015,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,32,32,-2.000000,-2.000000,2.000000,2.000000,0.000058,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,64,64,-2.000000,-2.000000,2.000000,2.000000,0.000220,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,128,128,-2.000000,-2.000000,2.000000,2.000000,0.000858,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,256,256,-2.000000,-2.000000,2.000000,2.000000,0.003304,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,512,512,-2.000000,-2.000000,2.000000,2.000000,0.013117,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,1024,1024,-2.000000,-2.000000,2.000000,2.000000,0.050686,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,2048,2048,-2.000000,-2.000000,2.000000,2.000000,0.202272,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,4096,4096,-2.000000,-2.000000,2.000000,2.000000,0.793804,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,8192,8192,-2.000000,-2.000000,2.000000,2.000000,3.154640,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,16384,16384,-2.000000,-2.000000,2.000000,2.000000,12.512228,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,10,10,-2.000000,-2.000000,2.000000,2.000000,0.000007,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,100,100,-2.000000,-2.000000,2.000000,2.000000,0.000520,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,1000,1000,-2.000000,-2.000000,2.000000,2.000000,0.048426,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,10000,10000,-2.000000,-2.000000,2.000000,2.000000,4.597812,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,10000,10000,-2.000000,-2.000000,2.000000,2.000000,4.607399,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,16,16,-2.000000,-2.000000,2.000000,2.000000,0.000015,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,32,32,-2.000000,-2.000000,2.000000,2.000000,0.000055,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,64,64,-2.000000,-2.000000,2.000000,2.000000,0.000221,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,128,128,-2.000000,-2.000000,2.000000,2.000000,0.000862,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,256,256,-2.000000,-2.000000,2.000000,2.000000,0.003270,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,512,512,-2.000000,-2.000000,2.000000,2.000000,0.012982,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,1024,1024,-2.000000,-2.000000,2.000000,2.000000,0.050258,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,2048,2048,-2.000000,-2.000000,2.000000,2.000000,0.203395,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,4096,4096,-2.000000,-2.000000,2.000000,2.000000,0.806828,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,8192,8192,-2.000000,-2.000000,2.000000,2.000000,3.104637,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,16384,16384,-2.000000,-2.000000,2.000000,2.000000,12.295015,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,10,10,-2.000000,-2.000000,2.000000,2.000000,0.000007,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,100,100,-2.000000,-2.000000,2.000000,2.000000,0.000516,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,1000,1000,-2.000000,-2.000000,2.000000,2.000000,0.048091,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,10000,10000,-2.000000,-2.000000,2.000000,2.000000,4.599663,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,10000,10000,-2.000000,-2.000000,2.000000,2.000000,4.628141,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,16,16,-2.000000,-2.000000,2.000000,2.000000,0.000015,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,32,32,-2.000000,-2.000000,2.000000,2.000000,0.000058,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,64,64,-2.000000,-2.000000,2.000000,2.000000,0.000219,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,128,128,-2.000000,-2.000000,2.000000,2.000000,0.000841,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,256,256,-2.000000,-2.000000,2.000000,2.000000,0.003278,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,512,512,-2.000000,-2.000000,2.000000,2.000000,0.013066,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,1024,1024,-2.000000,-2.000000,2.000000,2.000000,0.051696,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,2048,2048,-2.000000,-2.000000,2.000000,2.000000,0.201247,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,4096,4096,-2.000000,-2.000000,2.000000,2.000000,0.790159,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,8192,8192,-2.000000,-2.000000,2.000000,2.000000,3.153548,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,16384,16384,-2.000000,-2.000000,2.000000,2.000000,12.272075,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,10,10,-2.000000,-2.000000,2.000000,2.000000,0.000006,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,100,100,-2.000000,-2.000000,2.000000,2.000000,0.000518,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,1000,1000,-2.000000,-2.000000,2.000000,2.000000,0.048124,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,10000,10000,-2.000000,-2.000000,2.000000,2.000000,4.633182,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,10000,10000,-2.000000,-2.000000,2.000000,2.000000,4.601826,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,16,16,-2.000000,-2.000000,2.000000,2.000000,0.000015,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,32,32,-2.000000,-2.000000,2.000000,2.000000,0.000055,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,64,64,-2.000000,-2.000000,2.000000,2.000000,0.000223,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,128,128,-2.000000,-2.000000,2.000000,2.000000,0.000842,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,256,256,-2.000000,-2.000000,2.000000,2.000000,0.003272,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,512,512,-2.000000,-2.000000,2.000000,2.000000,0.012811,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,1024,1024,-2.000000,-2.000000,2.000000,2.000000,0.050484,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,2048,2048,-2.000000,-2.000000,2.000000,2.000000,0.202407,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,4096,4096,-2.000000,-2.000000,2.000000,2.000000,0.790874,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,8192,8192,-2.000000,-2.000000,2.000000,2.000000,3.116432,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,16384,16384,-2.000000,-2.000000,2.000000,2.000000,12.277838,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,10,10,-2.000000,-2.000000,2.000000,2.000000,0.000006,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,100,100,-2.000000,-2.000000,2.000000,2.000000,0.000522,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,1000,1000,-2.000000,-2.000000,2.000000,2.000000,0.049213,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,10000,10000,-2.000000,-2.000000,2.000000,2.000000,4.599469,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,10000,10000,-2.000000,-2.000000,2.000000,2.000000,4.604192,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,16,16,-2.000000,-2.000000,2.000000,2.000000,0.000015,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,32,32,-2.000000,-2.000000,2.000000,2.000000,0.000057,3,1
build/shared-fractals,julia,2.000000,-0.800000,0.156000,4.000000,25,64,64,-2.000000,-2.000000,2.000000,2.000000,0.000216,3,1
