program,fractal,degree,constant_real,constant_imag,radius,max_iterations,horizontal_samples,vertical_samples,lower_real,lower_imag,upper_real,upper_imag,runtime,threads,grid_size
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,10,10,-2.000000,-2.000000,2.000000,2.000000,0.000042,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,100,100,-2.000000,-2.000000,2.000000,2.000000,0.004575,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,1000,1000,-2.000000,-2.000000,2.000000,2.000000,0.443891,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,10000,10000,-2.000000,-2.000000,2.000000,2.000000,43.492625,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,10000,10000,-2.000000,-2.000000,2.000000,2.000000,43.445746,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,16,16,-2.000000,-2.000000,2.000000,2.000000,0.000111,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,32,32,-2.000000,-2.000000,2.000000,2.000000,0.000469,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,64,64,-2.000000,-2.000000,2.000000,2.000000,0.001880,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,128,128,-2.000000,-2.000000,2.000000,2.000000,0.007461,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,256,256,-2.000000,-2.000000,2.000000,2.000000,0.029778,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,512,512,-2.000000,-2.000000,2.000000,2.000000,0.116550,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,1024,1024,-2.000000,-2.000000,2.000000,2.000000,0.463085,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,2048,2048,-2.000000,-2.000000,2.000000,2.000000,1.841681,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,4096,4096,-2.000000,-2.000000,2.000000,2.000000,7.354283,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,8192,8192,-2.000000,-2.000000,2.000000,2.000000,29.115328,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,16384,16384,-2.000000,-2.000000,2.000000,2.000000,117.604446,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,10,10,-2.000000,-2.000000,2.000000,2.000000,0.000039,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,100,100,-2.000000,-2.000000,2.000000,2.000000,0.004617,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,1000,1000,-2.000000,-2.000000,2.000000,2.000000,0.442574,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,10000,10000,-2.000000,-2.000000,2.000000,2.000000,43.810242,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,10000,10000,-2.000000,-2.000000,2.000000,2.000000,43.888059,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,16,16,-2.000000,-2.000000,2.000000,2.000000,0.000110,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,32,32,-2.000000,-2.000000,2.000000,2.000000,0.000468,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,64,64,-2.000000,-2.000000,2.000000,2.000000,0.001889,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,128,128,-2.000000,-2.000000,2.000000,2.000000,0.007490,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,256,256,-2.000000,-2.000000,2.000000,2.000000,0.029901,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,512,512,-2.000000,-2.000000,2.000000,2.000000,0.117535,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,1024,1024,-2.000000,-2.000000,2.000000,2.000000,0.461531,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,2048,2048,-2.000000,-2.000000,2.000000,2.000000,1.859327,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,4096,4096,-2.000000,-2.000000,2.000000,2.000000,7.339930,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,8192,8192,-2.000000,-2.000000,2.000000,2.000000,29.247574,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,16384,16384,-2.000000,-2.000000,2.000000,2.000000,116.456157,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,10,10,-2.000000,-2.000000,2.000000,2.000000,0.000042,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,100,100,-2.000000,-2.000000,2.000000,2.000000,0.004616,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,1000,1000,-2.000000,-2.000000,2.000000,2.000000,0.447488,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,10000,10000,-2.000000,-2.000000,2.000000,2.000000,43.509062,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,10000,10000,-2.000000,-2.000000,2.000000,2.000000,43.606897,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,16,16,-2.000000,-2.000000,2.000000,2.000000,0.000118,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,32,32,-2.000000,-2.000000,2.000000,2.000000,0.000474,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,64,64,-2.000000,-2.000000,2.000000,2.000000,0.001878,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,128,128,-2.000000,-2.000000,2.000000,2.000000,0.007518,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,256,256,-2.000000,-2.000000,2.000000,2.000000,0.029842,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,512,512,-2.000000,-2.000000,2.000000,2.000000,0.117399,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,1024,1024,-2.000000,-2.000000,2.000000,2.000000,0.466318,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,2048,2048,-2.000000,-2.000000,2.000000,2.000000,1.853108,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,4096,4096,-2.000000,-2.000000,2.000000,2.000000,7.370580,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,8192,8192,-2.000000,-2.000000,2.000000,2.000000,29.361991,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,16384,16384,-2.000000,-2.000000,2.000000,2.000000,117.273671,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,10,10,-2.000000,-2.000000,2.000000,2.000000,0.000038,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,100,100,-2.000000,-2.000000,2.000000,2.000000,0.004600,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,1000,1000,-2.000000,-2.000000,2.000000,2.000000,0.447970,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,10000,10000,-2.000000,-2.000000,2.000000,2.000000,43.993103,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,10000,10000,-2.000000,-2.000000,2.000000,2.000000,43.783129,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,16,16,-2.000000,-2.000000,2.000000,2.000000,0.000110,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,32,32,-2.000000,-2.000000,2.000000,2.000000,0.000462,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,64,64,-2.000000,-2.000000,2.000000,2.000000,0.001907,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,128,128,-2.000000,-2.000000,2.000000,2.000000,0.007432,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,256,256,-2.000000,-2.000000,2.000000,2.000000,0.029797,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,512,512,-2.000000,-2.000000,2.000000,2.000000,0.116619,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,1024,1024,-2.000000,-2.000000,2.000000,2.000000,0.465440,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,2048,2048,-2.000000,-2.000000,2.000000,2.000000,1.849712,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,4096,4096,-2.000000,-2.000000,2.000000,2.000000,7.356161,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,8192,8192,-2.000000,-2.000000,2.000000,2.000000,29.192464,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,16384,16384,-2.000000,-2.000000,2.000000,2.000000,116.578468,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,10,10,-2.000000,-2.000000,2.000000,2.000000,0.000036,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,100,100,-2.000000,-2.000000,2.000000,2.000000,0.004597,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,1000,1000,-2.000000,-2.000000,2.000000,2.000000,0.442077,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,10000,10000,-2.000000,-2.000000,2.000000,2.000000,43.738476,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,10000,10000,-2.000000,-2.000000,2.000000,2.000000,43.584104,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,16,16,-2.000000,-2.000000,2.000000,2.000000,0.000114,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,32,32,-2.000000,-2.000000,2.000000,2.000000,0.000466,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,64,64,-2.000000,-2.000000,2.000000,2.000000,0.001889,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,128,128,-2.000000,-2.000000,2.000000,2.000000,0.007480,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,256,256,-2.000000,-2.000000,2.000000,2.000000,0.029641,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,512,512,-2.000000,-2.000000,2.000000,2.000000,0.117046,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,1024,1024,-2.000000,-2.000000,2.000000,2.000000,0.466813,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,2048,2048,-2.000000,-2.000000,2.000000,2.000000,1.854393,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,4096,4096,-2.000000,-2.000000,2.000000,2.000000,7.364455,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,8192,8192,-2.000000,-2.000000,2.000000,2.000000,29.379018,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,16384,16384,-2.000000,-2.000000,2.000000,2.000000,116.320871,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,10,10,-2.000000,-2.000000,2.000000,2.000000,0.000036,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,100,100,-2.000000,-2.000000,2.000000,2.000000,0.004544,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,1000,1000,-2.000000,-2.000000,2.000000,2.000000,0.445227,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,10000,10000,-2.000000,-2.000000,2.000000,2.000000,43.505371,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,10000,10000,-2.000000,-2.000000,2.000000,2.000000,43.631948,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,16,16,-2.000000,-2.000000,2.000000,2.000000,0.000114,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,32,32,-2.000000,-2.000000,2.000000,2.000000,0.000469,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,64,64,-2.000000,-2.000000,2.000000,2.000000,0.001888,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,128,128,-2.000000,-2.000000,2.000000,2.000000,0.007478,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,256,256,-2.000000,-2.000000,2.000000,2.000000,0.029642,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,512,512,-2.000000,-2.000000,2.000000,2.000000,0.117115,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,1024,1024,-2.000000,-2.000000,2.000000,2.000000,0.466290,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,2048,2048,-2.000000,-2.000000,2.000000,2.000000,1.848112,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,4096,4096,-2.000000,-2.000000,2.000000,2.000000,7.348925,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,8192,8192,-2.000000,-2.000000,2.000000,2.000000,29.295830,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,16384,16384,-2.000000,-2.000000,2.000000,2.000000,117.524752,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,10,10,-2.000000,-2.000000,2.000000,2.000000,0.000037,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,100,100,-2.000000,-2.000000,2.000000,2.000000,0.004617,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,1000,1000,-2.000000,-2.000000,2.000000,2.000000,0.441471,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,10000,10000,-2.000000,-2.000000,2.000000,2.000000,43.438233,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,10000,10000,-2.000000,-2.000000,2.000000,2.000000,44.032127,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,16,16,-2.000000,-2.000000,2.000000,2.000000,0.000117,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,32,32,-2.000000,-2.000000,2.000000,2.000000,0.000464,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,64,64,-2.000000,-2.000000,2.000000,2.000000,0.001867,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,128,128,-2.000000,-2.000000,2.000000,2.000000,0.007394,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,256,256,-2.000000,-2.000000,2.000000,2.000000,0.029727,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,512,512,-2.000000,-2.000000,2.000000,2.000000,0.117301,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,1024,1024,-2.000000,-2.000000,2.000000,2.000000,0.463789,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,2048,2048,-2.000000,-2.000000,2.000000,2.000000,1.857238,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,4096,4096,-2.000000,-2.000000,2.000000,2.000000,7.356706,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,8192,8192,-2.000000,-2.000000,2.000000,2.000000,29.258981,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,16384,16384,-2.000000,-2.000000,2.000000,2.000000,116.878793,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,10,10,-2.000000,-2.000000,2.000000,2.000000,0.000037,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,100,100,-2.000000,-2.000000,2.000000,2.000000,0.004671,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,1000,1000,-2.000000,-2.000000,2.000000,2.000000,0.449616,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,10000,10000,-2.000000,-2.000000,2.000000,2.000000,44.016266,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,10000,10000,-2.000000,-2.000000,2.000000,2.000000,44.116295,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,16,16,-2.000000,-2.000000,2.000000,2.000000,0.000116,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,32,32,-2.000000,-2.000000,2.000000,2.000000,0.000469,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,64,64,-2.000000,-2.000000,2.000000,2.000000,0.001901,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,128,128,-2.000000,-2.000000,2.000000,2.000000,0.007488,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,256,256,-2.000000,-2.000000,2.000000,2.000000,0.029818,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,512,512,-2.000000,-2.000000,2.000000,2.000000,0.118433,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,1024,1024,-2.000000,-2.000000,2.000000,2.000000,0.467557,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,2048,2048,-2.000000,-2.000000,2.000000,2.000000,1.862666,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,4096,4096,-2.000000,-2.000000,2.000000,2.000000,7.405818,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,8192,8192,-2.000000,-2.000000,2.000000,2.000000,29.462091,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,16384,16384,-2.000000,-2.000000,2.000000,2.000000,118.610060,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,10,10,-2.000000,-2.000000,2.000000,2.000000,0.000042,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,100,100,-2.000000,-2.000000,2.000000,2.000000,0.004608,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,1000,1000,-2.000000,-2.000000,2.000000,2.000000,0.442536,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,10000,10000,-2.000000,-2.000000,2.000000,2.000000,43.825224,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,10000,10000,-2.000000,-2.000000,2.000000,2.000000,43.692969,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,16,16,-2.000000,-2.000000,2.000000,2.000000,0.000109,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,32,32,-2.000000,-2.000000,2.000000,2.000000,0.000475,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,64,64,-2.000000,-2.000000,2.000000,2.000000,0.001871,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,128,128,-2.000000,-2.000000,2.000000,2.000000,0.007418,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,256,256,-2.000000,-2.000000,2.000000,2.000000,0.029508,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,512,512,-2.000000,-2.000000,2.000000,2.000000,0.116651,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,1024,1024,-2.000000,-2.000000,2.000000,2.000000,0.468041,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,2048,2048,-2.000000,-2.000000,2.000000,2.000000,1.845266,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,4096,4096,-2.000000,-2.000000,2.000000,2.000000,7.323080,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,8192,8192,-2.000000,-2.000000,2.000000,2.000000,29.261761,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,16384,16384,-2.000000,-2.000000,2.000000,2.000000,116.844567,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,10,10,-2.000000,-2.000000,2.000000,2.000000,0.000037,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,100,100,-2.000000,-2.000000,2.000000,2.000000,0.004589,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,1000,1000,-2.000000,-2.000000,2.000000,2.000000,0.442395,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,10000,10000,-2.000000,-2.000000,2.000000,2.000000,43.460877,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,10000,10000,-2.000000,-2.000000,2.000000,2.000000,43.520393,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,16,16,-2.000000,-2.000000,2.000000,2.000000,0.000115,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,32,32,-2.000000,-2.000000,2.000000,2.000000,0.000470,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,64,64,-2.000000,-2.000000,2.000000,2.000000,0.001891,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,128,128,-2.000000,-2.000000,2.000000,2.000000,0.007421,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,256,256,-2.000000,-2.000000,2.000000,2.000000,0.029619,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,512,512,-2.000000,-2.000000,2.000000,2.000000,0.117770,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,1024,1024,-2.000000,-2.000000,2.000000,2.000000,0.462688,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,2048,2048,-2.000000,-2.000000,2.000000,2.000000,1.840033,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,4096,4096,-2.000000,-2.000000,2.000000,2.000000,7.358916,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,8192,8192,-2.000000,-2.000000,2.000000,2.000000,29.230303,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,16384,16384,-2.000000,-2.000000,2.000000,2.000000,116.990079,2,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,10,10,-2.000000,-2.000000,2.000000,2.000000,0.000025,3,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,100,100,-2.000000,-2.000000,2.000000,2.000000,0.002821,3,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,1000,1000,-2.000000,-2.000000,2.000000,2.000000,0.266127,3,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,10000,10000,-2.000000,-2.000000,2.000000,2.000000,25.880714,3,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,10000,10000,-2.000000,-2.000000,2.000000,2.000000,25.958806,3,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,16,16,-2.000000,-2.000000,2.000000,2.000000,0.000073,3,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,32,32,-2.000000,-2.000000,2.000000,2.000000,0.000288,3,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,64,64,-2.000000,-2.000000,2.000000,2.000000,0.001155,3,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,128,128,-2.000000,-2.000000,2.000000,2.000000,0.004553,3,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,256,256,-2.000000,-2.000000,2.000000,2.000000,0.018002,3,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,512,512,-2.000000,-2.000000,2.000000,2.000000,0.071230,3,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,1024,1024,-2.000000,-2.000000,2.000000,2.000000,0.278516,3,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,2048,2048,-2.000000,-2.000000,2.000000,2.000000,1.100756,3,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,4096,4096,-2.000000,-2.000000,2.000000,2.000000,4.388137,3,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,8192,8192,-2.000000,-2.000000,2.000000,2.000000,17.398770,3,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,16384,16384,-2.000000,-2.000000,2.000000,2.000000,69.766670,3,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,10,10,-2.000000,-2.000000,2.000000,2.000000,0.000024,3,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,100,100,-2.000000,-2.000000,2.000000,2.000000,0.002782,3,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,1000,1000,-2.000000,-2.000000,2.000000,2.000000,0.264434,3,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,10000,10000,-2.000000,-2.000000,2.000000,2.000000,25.668434,3,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,10000,10000,-2.000000,-2.000000,2.000000,2.000000,25.716728,3,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,16,16,-2.000000,-2.000000,2.000000,2.000000,0.000073,3,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,32,32,-2.000000,-2.000000,2.000000,2.000000,0.000290,3,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,64,64,-2.000000,-2.000000,2.000000,2.000000,0.001134,3,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,128,128,-2.000000,-2.000000,2.000000,2.000000,0.004456,3,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,256,256,-2.000000,-2.000000,2.000000,2.000000,0.017708,3,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,512,512,-2.000000,-2.000000,2.000000,2.000000,0.069507,3,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,1024,1024,-2.000000,-2.000000,2.000000,2.000000,0.276164,3,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,2048,2048,-2.000000,-2.000000,2.000000,2.000000,1.096014,3,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,4096,4096,-2.000000,-2.000000,2.000000,2.000000,4.357055,3,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,8192,8192,-2.000000,-2.000000,2.000000,2.000000,17.331424,3,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,16384,16384,-2.000000,-2.000000,2.000000,2.000000,68.586963,3,1
build/shared-fractals,multibrot,3.000000,0.000000,0.000000,2.000000,25,10,10,-2.000000,-2.000000,2.000000,2.000000,0.000024,3,1
